psa_id,domain,subcategory,psa_text,word_count,validation_status
PSA_00248,Health,Mental Health Awareness,Listen without judgment to people experiencing distress. Early action can reduce the effects of untreated mental health conditions.,18,ACCEPT
PSA_00249,Health,Public Health Campaigns,Choose safe health practices. Maintain a clean home and neighbourhood.,10,ACCEPT
PSA_00250,Health,Maternal and Child Health,Reduce the spread of insufficient postnatal care: maintain good hygiene when preparing children's food.,14,ACCEPT
PSA_00251,Health,Maternal and Child Health,Protect yourself from delayed antenatal care: seek immediate care when pregnancy danger signs appear.,14,ACCEPT
PSA_00252,Health,Public Health Campaigns,Use approved health services and avoid spreading unverified medical claims.,10,ACCEPT
PSA_00253,Health,Mental Health Awareness,Avoid unsafe practices that increase poor coping strategies. Listen without judgment to people experiencing distress.,15,ACCEPT
PSA_00254,Health,Healthcare Access,Do not rely on rumours about missed medical appointments. Confirm health insurance information through official offices.,16,ACCEPT
PSA_00255,Health,Public Health Campaigns,Adopt healthy eating habits and follow verified advice from local government authorities.,12,ACCEPT
PSA_00256,Health,Healthcare Access,Avoid buying medicine from unauthorized sellers to promote patient records.,10,ACCEPT
PSA_00257,Health,Mental Health Awareness,Teachers are encouraged to maintain supportive connections with family and friends.,11,ACCEPT
PSA_00258,Health,Maternal and Child Health,Keep children and families safe from malnutrition. Ensure children receive all routine vaccinations.,13,ACCEPT
PSA_00259,Health,Public Health Campaigns,Check your blood pressure regularly as part of good behaviour change.,11,ACCEPT
PSA_00260,Health,Disease Prevention and Control,National Public Health Institute: Visit the nearest health facility for testing.,11,ACCEPT
PSA_00261,Health,Disease Prevention and Control,Reduce the spread of delayed disease reporting: store food safely and cook it thoroughly.,14,ACCEPT
PSA_00262,Health,Disease Prevention and Control,Make infection prevention part of everyday life. Keep homes and public spaces clean.,13,ACCEPT
PSA_00263,Health,Public Health Campaigns,Use recognized health services whenever possible. Remain physically active according to health guidance.,13,ACCEPT
PSA_00264,Health,Mental Health Awareness,Workers: Avoid self-medicating for emotional distress.,6,ACCEPT
PSA_00265,Health,Healthcare Access,mobile health clinics urges rural households to use official emergency medical contacts.,12,ACCEPT
PSA_00266,Health,Healthcare Access,Do not wait for symptoms to worsen. Attend regular check-ups for chronic health conditions.,14,ACCEPT
PSA_00267,Health,Public Health Campaigns,Urban residents are encouraged to register for available public health programmes.,11,ACCEPT
PSA_00268,Health,Mental Health Awareness,Seek professional mental health support when needed. mental health clinics reminds workers to act early.,15,ACCEPT
PSA_00269,Health,Disease Prevention and Control,Verified health information protects communities. Use approved sanitation facilities.,9,ACCEPT
PSA_00270,Health,Mental Health Awareness,"Young people, remember to seek professional mental health support when needed.",11,ACCEPT
PSA_00271,Health,Public Health Campaigns,Prevent avoidable illness. Encourage family members to attend health campaigns.,10,ACCEPT
PSA_00272,Health,Public Health Campaigns,"Community groups, remember to use public sanitation facilities responsibly.",9,ACCEPT
PSA_00273,Health,Mental Health Awareness,community health services urges teachers to contact a recognized health facility for professional guidance.,14,ACCEPT
PSA_00274,Health,Mental Health Awareness,"Stay informed, stay safe, and promote respectful workplace wellness practices.",10,ACCEPT
PSA_00275,Health,Mental Health Awareness,school counselling departments: Use healthy methods to manage stress.,9,ACCEPT
PSA_00276,Health,Disease Prevention and Control,"For better public hygiene, store food safely and cook it thoroughly.",11,ACCEPT
PSA_00277,Health,Maternal and Child Health,Breastfeed infants according to health guidance as part of good pregnancy danger signs.,13,ACCEPT
PSA_00278,Health,Maternal and Child Health,Make health a priority. Maintain good hygiene when preparing children's food.,11,ACCEPT
PSA_00279,Health,Healthcare Access,Be alert to unlicensed healthcare providers and carry relevant health records when visiting a clinic.,15,ACCEPT
PSA_00280,Health,Mental Health Awareness,Promote respectful workplace wellness practices. Do not ignore the risk of lack of social support.,15,ACCEPT
PSA_00281,Health,Public Health Campaigns,Follow verified health information. Do not ignore the risk of high blood pressure.,13,ACCEPT
PSA_00282,Health,Healthcare Access,Confirm health insurance information through official offices. public hospitals reminds low-income families to act early.,15,ACCEPT
PSA_00283,Health,Disease Prevention and Control,"Stay informed, stay safe, and clean frequently touched surfaces.",9,ACCEPT
PSA_00284,Health,Maternal and Child Health,community health services: Keep the child's immunization records safely.,9,ACCEPT
PSA_00285,Health,Healthcare Access,Seek help from county referral hospitals and use official emergency medical contacts.,12,ACCEPT
PSA_00286,Health,Maternal and Child Health,Take preventive action in maternal waiting homes. Report severe bleeding or persistent pain immediately.,14,ACCEPT
PSA_00287,Health,Healthcare Access,Ask healthcare workers for clear treatment instructions and follow verified advice from Ministry of Health.,15,ACCEPT
PSA_00288,Health,Disease Prevention and Control,Use approved health services and ensure children receive routine immunization.,10,ACCEPT
PSA_00289,Health,Disease Prevention and Control,Help prevent mosquito-borne diseases: avoid sharing personal items with infected persons.,11,ACCEPT
PSA_00290,Health,Mental Health Awareness,Support community health by choosing to encourage open and respectful conversations about mental health.,14,ACCEPT
PSA_00291,Health,Mental Health Awareness,"To improve professional counselling in public hospitals, create safe and supportive school environments.",13,ACCEPT
PSA_00292,Health,Public Health Campaigns,Promote safer communities through early detection. Use public sanitation facilities responsibly.,11,ACCEPT
PSA_00293,Health,Disease Prevention and Control,Help prevent malaria: store food safely and cook it thoroughly.,10,ACCEPT
PSA_00294,Health,Maternal and Child Health,"To keep schools safe, ensure children receive all routine vaccinations.",10,ACCEPT
PSA_00295,Health,Maternal and Child Health,"For reliable advice, contact public hospitals and breastfeed infants according to health guidance.",13,ACCEPT
PSA_00296,Health,Healthcare Access,"During a risk of high treatment costs, seek early medical care before symptoms become severe.",15,ACCEPT
PSA_00297,Health,Healthcare Access,Seek early medical care before symptoms become severe before incomplete patient records becomes more serious.,15,ACCEPT
PSA_00298,Health,Public Health Campaigns,Dispose of household waste safely whenever you are in religious centres.,11,ACCEPT
PSA_00299,Health,Mental Health Awareness,Take regular breaks during periods of intense work or study to promote psychological support.,14,ACCEPT
PSA_00300,Health,Mental Health Awareness,Seek professional mental health support when needed. This guidance is intended for families.,13,ACCEPT
PSA_00301,Health,Mental Health Awareness,Do not rely on rumours about lack of social support. Promote respectful workplace wellness practices.,15,ACCEPT
PSA_00302,Health,Disease Prevention and Control,Promote safer communities through vaccination. Report suspected disease outbreaks to health authorities.,12,ACCEPT
PSA_00303,Health,Public Health Campaigns,Maintain a clean home and neighbourhood as advised by local government authorities.,12,ACCEPT
PSA_00304,Health,Maternal and Child Health,Follow guidance from nutrition support programmes: consult a trained healthcare provider before taking medicine.,14,ACCEPT
PSA_00305,Health,Maternal and Child Health,Choose early care over delayed treatment. Consult a trained healthcare provider before taking medicine.,14,ACCEPT
PSA_00306,Health,Public Health Campaigns,Choose safe health practices. Seek early diagnosis when symptoms persist.,10,ACCEPT
PSA_00307,Health,Disease Prevention and Control,Respond quickly when health risks appear. Remove stagnant water around homes.,11,ACCEPT
PSA_00308,Health,Disease Prevention and Control,Small actions can prevent mosquito-borne diseases. Notify community health workers about unusual symptoms.,13,ACCEPT
PSA_00309,Health,Healthcare Access,Take preventive action in maternal health clinics. Seek referrals through recognized health facilities.,13,ACCEPT
PSA_00310,Health,Healthcare Access,Use available mobile clinics in remote areas and encourage others to do the same.,14,ACCEPT
PSA_00311,Health,Maternal and Child Health,Protect your health today. Attend all scheduled antenatal clinic visits.,10,ACCEPT
PSA_00312,Health,Maternal and Child Health,Prioritize child health. Follow safe infant feeding practices.,8,ACCEPT
PSA_00313,Health,Disease Prevention and Control,Follow official health guidance. Report suspected disease outbreaks to health authorities.,11,ACCEPT
PSA_00314,Health,Healthcare Access,Pregnant women are advised to use available mobile clinics in remote areas.,12,ACCEPT
PSA_00315,Health,Healthcare Access,Promote safer communities through essential healthcare. Avoid buying medicine from unauthorized sellers.,12,ACCEPT
PSA_00316,Health,Public Health Campaigns,"Stay informed, stay safe, and adopt healthy eating habits.",9,ACCEPT
PSA_00317,Health,Mental Health Awareness,Respond quickly when health risks appear. Contact a recognized health facility for professional guidance.,14,ACCEPT
